User ID,Transaction ID,Timestamp,Transaction Amount,Device ID,IP Address,Location,Keystroke Dynamics,Mouse Dynamics,Scroll Patterns,Touch Dynamics,Gesture Dynamics,Device Orientation,Transaction Type,Merchant Category,Browser Type,Operating System,Is Fraud
60998,45501,07-01-2024 03:01,367.96,9cae81e0-9f45-480e-a7b2-95e36ee36a87,13.187.10.120,South Lancestad,"[0.29, 0.2, 0.28]","Move: (x:77, y:58), Click: (x:321, y:106)","ScrollLength: 434px, ScrollSpeed: 21px/s",N/A,N/A,Landscape,Bill Payment,Utilities,Opera,iOS,No
54337,74391,26-03-2024 08:35,393.33,b72a7fa2-a41b-44aa-b38b-d80be7bc1464,118.110.248.31,Williamsfurt,"[0.25, 0.21, 0.22]","Move: (x:139, y:167), Click: (x:343, y:228)","ScrollLength: 213px, ScrollSpeed: 26px/s",N/A,N/A,Landscape,Online Purchase,Entertainment,Chrome,Android,No
50695,96313,18-02-2024 09:06,89.1,feea6f28-9404-4d56-b48b-fc74d5550461,104.148.209.106,Stacyland,"[0.12, 0.24, 0.1]","Move: (x:218, y:182), Click: (x:180, y:234)","ScrollLength: 157px, ScrollSpeed: 21px/s",N/A,N/A,Landscape,Online Purchase,Entertainment,Safari,Windows 11,No
43029,71323,25-02-2024 02:40,197.64,b8c29de2-ea10-414f-9ef3-695635d08c8f,69.246.211.65,Leslieland,"[0.12, 0.1, 0.21]","Move: (x:68, y:140), Click: (x:330, y:281)","ScrollLength: 430px, ScrollSpeed: 17px/s",N/A,N/A,N/A,Bank Transfer,Grocery,Firefox,Linux,No
19681,93134,20-02-2024 19:19,406.08,40c3a76d-25fd-4dad-a0f7-ffb81658de34,171.28.126.135,North Nicole,"[0.29, 0.22, 0.13]","Move: (x:201, y:59), Click: (x:350, y:218)","ScrollLength: 449px, ScrollSpeed: 20px/s",N/A,N/A,Landscape,Online Purchase,Utilities,Chrome,iOS,No
15620,57293,05-01-2024 20:06,158.38,3889702e-464c-48de-ad32-2345a4aa5bcb,212.10.80.83,Hayeschester,"[0.19, 0.17, 0.09]","Move: (x:262, y:182), Click: (x:228, y:334)","ScrollLength: 101px, ScrollSpeed: 46px/s",N/A,N/A,Portrait,Online Purchase,Electronics,Firefox,Windows 10,No
45918,32480,01-03-2024 23:17,96.61,945f7a1b-c307-4768-a11c-e176b3cba62e,91.194.30.43,Courtneychester,"[0.14, 0.14, 0.29]","Move: (x:93, y:251), Click: (x:262, y:327)","ScrollLength: 289px, ScrollSpeed: 33px/s",N/A,N/A,N/A,Online Purchase,Clothing,Opera,macOS,No
28127,78953,17-02-2024 04:59,19.82,631749b1-1ffb-4737-bb96-6ccea6bda5ac,175.37.224.83,North Jason,"[0.09, 0.27, 0.18]","Move: (x:148, y:106), Click: (x:292, y:314)","ScrollLength: 124px, ScrollSpeed: 30px/s",N/A,N/A,Portrait,Bank Transfer,Clothing,Safari,Windows 10,No
63556,44448,10-02-2024 22:26,875.3,8cce3ef9-3c5e-4fcb-a875-49ad2818c193,163.12.235.111,Scottton,"[0.07, 0.21, 0.28]","Move: (x:90, y:269), Click: (x:367, y:303)","ScrollLength: 238px, ScrollSpeed: 38px/s",N/A,N/A,Portrait,Online Purchase,Electronics,Edge,Linux,No
67416,80025,02-02-2024 22:29,338.58,0ef3626d-5728-4a32-94cb-d48ea8cf51f3,79.251.14.250,Tiffanyfurt,"[0.24, 0.06, 0.28]","Move: (x:252, y:184), Click: (x:133, y:353)","ScrollLength: 189px, ScrollSpeed: 30px/s",N/A,N/A,Portrait,Bank Transfer,Clothing,Edge,Linux,No
48124,74511,10-03-2024 21:25,846.62,93a23d60-e6c7-404d-9062-5ef8061b6c73,89.134.14.79,Wrightland,"[0.1, 0.27, 0.22]","Move: (x:283, y:102), Click: (x:228, y:158)","ScrollLength: 110px, ScrollSpeed: 21px/s",N/A,N/A,Portrait,Online Purchase,Electronics,Firefox,Windows 11,No
88223,62965,16-02-2024 00:10,761.7,e8ddc367-8e9f-4207-bae7-b56f613d4c3b,183.103.187.9,West Thomas,"[0.11, 0.1, 0.28]","Move: (x:235, y:232), Click: (x:243, y:354)","ScrollLength: 281px, ScrollSpeed: 17px/s",N/A,N/A,Portrait,Online Purchase,Grocery,Firefox,Windows 11,No
49665,34009,23-03-2024 04:21,94.54,29749b95-5903-4c85-ba8b-b67594a63f18,70.48.244.57,Robinbury,"[0.17, 0.12, 0.15]","Move: (x:98, y:251), Click: (x:170, y:291)","ScrollLength: 427px, ScrollSpeed: 28px/s",N/A,N/A,Landscape,Account Funding,Grocery,Edge,Android,No
46719,55370,18-03-2024 19:00,85.3,14bb9e8f-aa62-4c33-a588-4d91983a2c6c,20.243.102.240,Tarabury,"[0.05, 0.14, 0.14]","Move: (x:215, y:66), Click: (x:191, y:360)","ScrollLength: 236px, ScrollSpeed: 23px/s",N/A,N/A,Portrait,Account Funding,Entertainment,Chrome,macOS,No
41334,80392,11-02-2024 14:20,359.73,86091760-4281-464b-8587-bea850f5167d,212.160.6.207,North Marybury,"[0.21, 0.23, 0.27]","Move: (x:274, y:173), Click: (x:255, y:135)","ScrollLength: 499px, ScrollSpeed: 50px/s",N/A,N/A,Landscape,Bank Transfer,Utilities,Edge,Android,No
45871,81728,08-02-2024 09:28,405.37,63ad7756-d777-489f-a536-0e5c2be4b9b1,17.44.196.114,North Gregory,"[0.07, 0.05, 0.13]","Move: (x:161, y:79), Click: (x:226, y:207)","ScrollLength: 298px, ScrollSpeed: 25px/s",N/A,N/A,Portrait,Account Funding,Clothing,Firefox,Windows 10,No
28752,27076,01-02-2024 11:58,887.93,9df3b4a4-7bc9-4b3e-bdd4-94fc43466aab,74.157.70.239,West Terriside,"[0.27, 0.16, 0.15]","Move: (x:59, y:183), Click: (x:181, y:291)","ScrollLength: 176px, ScrollSpeed: 38px/s",N/A,N/A,Portrait,Account Funding,Grocery,Safari,Android,No
36906,65674,21-01-2024 16:50,189.21,9d6897cd-38be-4c66-9daf-c83b5bf9a14c,46.165.70.49,Ibarrafurt,"[0.07, 0.07, 0.17]","Move: (x:103, y:105), Click: (x:324, y:302)","ScrollLength: 318px, ScrollSpeed: 15px/s",N/A,N/A,N/A,Bill Payment,Electronics,Safari,Windows 10,No
94214,32109,18-01-2024 17:33,795.32,a2c571f9-fa70-4c32-b8a8-fa8d66a828b3,194.111.129.42,Petersborough,"[0.17, 0.27, 0.28]","Move: (x:170, y:98), Click: (x:100, y:167)","ScrollLength: 307px, ScrollSpeed: 19px/s",N/A,N/A,N/A,Online Purchase,Entertainment,Opera,Windows 11,No
85345,67932,05-01-2024 12:01,61.89,870660ab-a888-489b-80a5-224382c635eb,76.106.187.217,Edwardview,"[0.09, 0.17, 0.15]","Move: (x:292, y:262), Click: (x:187, y:141)","ScrollLength: 383px, ScrollSpeed: 29px/s",N/A,N/A,Portrait,Online Purchase,Utilities,Chrome,Linux,No
68515,31842,03-02-2024 02:01,864.24,2ae43a9c-185e-4fde-bc2e-29e9f5de6f0c,4.69.23.1,Brittanyfort,"[0.06, 0.13, 0.07]","Move: (x:184, y:243), Click: (x:231, y:111)","ScrollLength: 331px, ScrollSpeed: 30px/s",N/A,N/A,Landscape,Online Purchase,Utilities,Opera,Android,No
93192,40987,26-02-2024 15:59,389.07,248d2d02-495a-44b2-bd18-a9eec4441742,47.49.26.140,Davidside,"[0.28, 0.09, 0.28]","Move: (x:164, y:80), Click: (x:259, y:158)","ScrollLength: 252px, ScrollSpeed: 28px/s",N/A,N/A,N/A,Bank Transfer,Grocery,Opera,iOS,No
57938,57579,28-01-2024 23:58,852.88,a2b3c1e6-89dc-4d31-8461-debc7bdfa100,1.138.254.25,North Whitney,"[0.1, 0.09, 0.09]","Move: (x:189, y:96), Click: (x:355, y:228)","ScrollLength: 153px, ScrollSpeed: 19px/s",N/A,N/A,Portrait,Account Funding,Utilities,Safari,macOS,No
77699,61396,01-03-2024 12:30,614.95,a07f92cc-2b15-446a-8b30-63580d4ec498,22.93.14.20,Port Shaneberg,"[0.23, 0.29, 0.05]","Move: (x:242, y:146), Click: (x:177, y:106)","ScrollLength: 245px, ScrollSpeed: 48px/s",N/A,N/A,Landscape,Online Purchase,Grocery,Chrome,macOS,No
43715,24931,23-03-2024 23:04,918.12,ac70bbb6-bb87-4cc3-8282-2793c3e71599,45.246.68.77,Kelseystad,"[0.29, 0.05, 0.09]","Move: (x:59, y:234), Click: (x:133, y:107)","ScrollLength: 388px, ScrollSpeed: 48px/s",N/A,N/A,N/A,Account Funding,Grocery,Firefox,Windows 10,No
58987,98100,16-03-2024 21:47,558.73,cbb04c56-5b03-4c6a-badb-1d191e6d651b,146.54.192.144,Kathrynland,"[0.3, 0.2, 0.18]","Move: (x:70, y:192), Click: (x:194, y:270)","ScrollLength: 204px, ScrollSpeed: 48px/s",N/A,N/A,Landscape,Bank Transfer,Grocery,Edge,Linux,No
53001,56321,29-03-2024 16:21,854.41,0a1e86d2-8d6a-4706-a575-040c1032951f,95.218.47.59,South Lisa,"[0.26, 0.13, 0.23]","Move: (x:68, y:172), Click: (x:273, y:322)","ScrollLength: 358px, ScrollSpeed: 32px/s",N/A,N/A,N/A,Bill Payment,Clothing,Firefox,macOS,No
48401,19831,08-02-2024 13:02,111.17,dd57d599-5c3d-47e0-872e-9d0f5a371ccf,106.241.205.35,Stephaniemouth,"[0.15, 0.19, 0.12]","Move: (x:267, y:60), Click: (x:307, y:146)","ScrollLength: 247px, ScrollSpeed: 20px/s",N/A,N/A,Landscape,Online Purchase,Entertainment,Chrome,Windows 10,No
17411,23278,25-02-2024 16:56,797.89,f7640e66-d3f6-4a80-a355-b0346b3de664,48.20.17.119,Port Christophertown,"[0.09, 0.24, 0.06]","Move: (x:86, y:118), Click: (x:131, y:217)","ScrollLength: 116px, ScrollSpeed: 41px/s",N/A,N/A,N/A,Bill Payment,Utilities,Safari,macOS,No
22586,22968,17-02-2024 23:09,767.65,a0ab2658-b682-47d1-9f8c-fad5aabdd75b,84.119.0.50,Lake Michelle,"[0.23, 0.15, 0.3]","Move: (x:103, y:264), Click: (x:250, y:159)","ScrollLength: 311px, ScrollSpeed: 27px/s",N/A,N/A,Landscape,Online Purchase,Electronics,Firefox,Windows 10,No
19779,51311,23-01-2024 22:01,275.15,ac4db054-24c2-4eea-8e8c-2273a3e71f7e,59.246.128.70,Sweeneyshire,"[0.23, 0.16, 0.24]","Move: (x:171, y:296), Click: (x:312, y:366)","ScrollLength: 460px, ScrollSpeed: 17px/s",N/A,N/A,Portrait,Bank Transfer,Entertainment,Firefox,Android,No
76515,47329,11-02-2024 12:26,371.5,cc99d299-a341-4455-8829-3777e17ccb3e,205.35.229.14,Port Joseside,"[0.27, 0.1, 0.11]","Move: (x:61, y:117), Click: (x:272, y:111)","ScrollLength: 157px, ScrollSpeed: 22px/s",N/A,N/A,Portrait,Online Purchase,Utilities,Opera,macOS,No
67375,18828,01-01-2024 08:12,365.32,e5b03a67-e30a-4cc8-b97b-c34646dc0107,207.201.61.173,West Cathy,"[0.27, 0.13, 0.17]","Move: (x:229, y:131), Click: (x:295, y:130)","ScrollLength: 323px, ScrollSpeed: 26px/s",N/A,N/A,N/A,Bill Payment,Entertainment,Opera,Windows 10,No
89993,92150,11-01-2024 03:14,482.76,c52ef16a-af71-47c8-ae87-6ef721f7ad1c,141.82.196.20,East Alecstad,"[0.08, 0.29, 0.08]","Move: (x:196, y:113), Click: (x:239, y:387)","ScrollLength: 387px, ScrollSpeed: 18px/s",N/A,N/A,Portrait,Bank Transfer,Entertainment,Safari,Windows 11,No
29497,78445,03-01-2024 11:30,795.18,403b53e4-0755-44ca-88b2-4c7d7e70ee36,28.63.62.220,East Shannonshire,"[0.28, 0.07, 0.07]","Move: (x:261, y:218), Click: (x:195, y:328)","ScrollLength: 166px, ScrollSpeed: 15px/s",N/A,N/A,Portrait,Online Purchase,Utilities,Edge,Linux,No
54054,43434,21-03-2024 01:09,455.94,10d6a1cf-8eeb-4e62-8ebd-4bdfe1ed4550,162.37.148.68,Michaelton,"[0.23, 0.27, 0.28]","Move: (x:202, y:66), Click: (x:155, y:257)","ScrollLength: 432px, ScrollSpeed: 42px/s",N/A,N/A,N/A,Bill Payment,Clothing,Safari,Android,No
62226,87475,06-02-2024 13:29,514.29,07d89617-2f15-4a52-9ef7-074c6620df12,32.182.139.0,East Adammouth,"[0.21, 0.17, 0.11]","Move: (x:103, y:86), Click: (x:177, y:208)","ScrollLength: 156px, ScrollSpeed: 39px/s",N/A,N/A,N/A,Online Purchase,Clothing,Safari,Linux,No
48537,29889,21-03-2024 12:31,868.72,f1ed9b01-2cc5-4cfc-a783-67d39e2019d4,82.129.226.253,South Robinfurt,"[0.24, 0.11, 0.05]","Move: (x:67, y:114), Click: (x:155, y:132)","ScrollLength: 483px, ScrollSpeed: 23px/s",N/A,N/A,N/A,Bank Transfer,Clothing,Safari,Linux,No
48361,73324,14-01-2024 06:04,704.83,51a955cf-8cf6-4e56-84d2-cb7971bbd213,163.132.188.247,South Erinfort,"[0.13, 0.29, 0.27]","Move: (x:255, y:112), Click: (x:310, y:245)","ScrollLength: 172px, ScrollSpeed: 37px/s",N/A,N/A,Landscape,Online Purchase,Clothing,Firefox,macOS,No
56249,89463,17-01-2024 17:12,546.29,d9aa15de-c2a3-4aff-916e-72852e839c7e,77.28.46.233,North Erictown,"[0.14, 0.19, 0.13]","Move: (x:85, y:232), Click: (x:376, y:139)","ScrollLength: 322px, ScrollSpeed: 40px/s",N/A,N/A,Portrait,Online Purchase,Grocery,Edge,Linux,No
71117,31651,17-02-2024 12:45,115.98,118f861e-3ed3-49ba-a69a-b4c0f5951b8c,197.171.16.136,Lake Douglaschester,"[0.28, 0.27, 0.07]","Move: (x:146, y:264), Click: (x:339, y:209)","ScrollLength: 270px, ScrollSpeed: 16px/s",N/A,N/A,Landscape,Bill Payment,Utilities,Safari,Android,No
68070,73478,30-03-2024 16:32,162.99,dbb54d5c-8b8a-4698-aee1-bfad71cf5e60,11.114.96.210,West Cynthia,"[0.14, 0.24, 0.13]","Move: (x:71, y:247), Click: (x:390, y:276)","ScrollLength: 478px, ScrollSpeed: 33px/s",N/A,N/A,Portrait,Online Purchase,Entertainment,Opera,iOS,No
16530,92782,02-02-2024 22:39,732.87,edb981ca-4f3a-4a75-a2ae-0f3ea86148f0,23.117.20.61,Joeborough,"[0.06, 0.27, 0.23]","Move: (x:161, y:243), Click: (x:324, y:325)","ScrollLength: 304px, ScrollSpeed: 46px/s",N/A,N/A,Landscape,Bill Payment,Utilities,Chrome,iOS,No
32322,87194,04-02-2024 19:16,507.61,add39d68-712a-443f-adcf-1baf628cfe56,150.132.19.202,Austinshire,"[0.25, 0.1, 0.07]","Move: (x:258, y:242), Click: (x:307, y:177)","ScrollLength: 413px, ScrollSpeed: 12px/s",N/A,N/A,N/A,Bank Transfer,Electronics,Edge,Windows 10,No
18655,61281,13-02-2024 21:55,204.25,162b8022-4cad-4a54-a806-39917cf7a81e,210.237.189.86,Jacksonport,"[0.3, 0.2, 0.14]","Move: (x:182, y:263), Click: (x:380, y:312)","ScrollLength: 192px, ScrollSpeed: 37px/s",N/A,N/A,Portrait,Bill Payment,Grocery,Safari,macOS,No
15503,53224,15-02-2024 10:35,644.23,c132c96f-a0f1-4b9f-a2df-7df9bdc4bdda,176.22.142.220,Lake Patrick,"[0.28, 0.24, 0.17]","Move: (x:53, y:99), Click: (x:321, y:388)","ScrollLength: 270px, ScrollSpeed: 36px/s",N/A,N/A,Landscape,Account Funding,Clothing,Edge,macOS,No
74605,29130,28-02-2024 01:34,916.08,d2247b07-232d-41ee-b211-7614768b59e9,182.80.231.14,Payneland,"[0.22, 0.07, 0.29]","Move: (x:210, y:250), Click: (x:323, y:302)","ScrollLength: 471px, ScrollSpeed: 24px/s",N/A,N/A,Portrait,Bank Transfer,Entertainment,Firefox,Linux,No
31866,13911,02-02-2024 21:51,992.21,76c3ed0d-45a5-4658-b2f5-12cbc9915265,29.39.85.111,East Christopher,"[0.17, 0.21, 0.09]","Move: (x:167, y:140), Click: (x:355, y:187)","ScrollLength: 415px, ScrollSpeed: 47px/s",N/A,N/A,N/A,Bill Payment,Utilities,Opera,Windows 10,No
27649,74196,27-02-2024 16:59,807.56,23612cae-127b-4909-b070-50b31fca590b,94.144.114.129,Lake Joyton,"[0.1, 0.12, 0.16]","Move: (x:126, y:255), Click: (x:126, y:324)","ScrollLength: 276px, ScrollSpeed: 25px/s",N/A,N/A,Landscape,Bill Payment,Entertainment,Edge,Windows 11,No
38049,24294,05-03-2024 01:23,453.35,79f76f53-d3b6-420b-a7b5-ef5398300f91,31.40.184.144,Port Jessicaland,"[0.13, 0.18, 0.13]","Move: (x:230, y:262), Click: (x:370, y:326)","ScrollLength: 270px, ScrollSpeed: 32px/s",N/A,N/A,Landscape,Bill Payment,Utilities,Firefox,Windows 10,No
96704,31640,11-02-2024 02:59,125.44,ab438b1c-4654-4b9b-932e-42dec674d358,201.226.139.239,South Normaton,"[0.11, 0.05, 0.21]","Move: (x:83, y:190), Click: (x:154, y:253)","ScrollLength: 426px, ScrollSpeed: 49px/s",N/A,N/A,N/A,Account Funding,Entertainment,Safari,macOS,No
60097,11065,27-01-2024 01:09,929.26,66eca131-30a9-47a9-9e94-adca3ab42012,104.208.161.133,Adammouth,"[0.17, 0.21, 0.14]","Move: (x:231, y:131), Click: (x:367, y:222)","ScrollLength: 360px, ScrollSpeed: 20px/s",N/A,N/A,N/A,Account Funding,Utilities,Chrome,iOS,No
38291,25506,25-02-2024 00:00,867.81,a96f976d-920f-42f7-94ce-a6bab51dffbf,54.193.176.187,Port Michael,"[0.2, 0.22, 0.15]","Move: (x:236, y:71), Click: (x:240, y:313)","ScrollLength: 299px, ScrollSpeed: 43px/s",N/A,N/A,Portrait,Bank Transfer,Grocery,Opera,Windows 10,No
98436,26858,07-02-2024 04:59,292.14,9406a466-3168-4004-94a4-1c2f8592daad,143.117.42.176,Kurtburgh,"[0.27, 0.2, 0.19]","Move: (x:88, y:242), Click: (x:376, y:245)","ScrollLength: 311px, ScrollSpeed: 12px/s",N/A,N/A,N/A,Online Purchase,Clothing,Firefox,iOS,No
42574,82785,23-02-2024 19:55,562.13,85e4fc11-089b-4d60-b351-94aa900c9984,196.194.27.179,West Madison,"[0.28, 0.09, 0.26]","Move: (x:274, y:156), Click: (x:341, y:235)","ScrollLength: 200px, ScrollSpeed: 23px/s",N/A,N/A,Landscape,Online Purchase,Clothing,Safari,Android,No
84016,80418,29-02-2024 16:45,219.87,519a7ea9-bca0-4eb3-bcbf-3e28de9e5948,212.62.72.87,New Marktown,"[0.16, 0.09, 0.14]","Move: (x:53, y:206), Click: (x:127, y:258)","ScrollLength: 393px, ScrollSpeed: 49px/s",N/A,N/A,N/A,Account Funding,Electronics,Chrome,Linux,No
49638,16379,17-03-2024 18:38,387.6,1662925f-e4b0-4a26-94bf-9202a5e0939c,66.143.95.33,Danielview,"[0.25, 0.16, 0.29]","Move: (x:95, y:167), Click: (x:141, y:336)","ScrollLength: 261px, ScrollSpeed: 20px/s",N/A,N/A,Portrait,Account Funding,Entertainment,Firefox,iOS,No
30475,30242,18-03-2024 06:14,442.39,e7800045-50fd-42d2-bb2b-6659723e90ba,72.44.172.93,Kevintown,"[0.1, 0.09, 0.3]","Move: (x:201, y:150), Click: (x:139, y:213)","ScrollLength: 245px, ScrollSpeed: 27px/s",N/A,N/A,N/A,Online Purchase,Electronics,Opera,Windows 10,No
55166,36614,18-02-2024 08:09,855.06,1610c2a6-7a1b-4707-b520-907234306540,67.146.58.65,Harrisfort,"[0.18, 0.07, 0.2]","Move: (x:234, y:76), Click: (x:329, y:333)","ScrollLength: 471px, ScrollSpeed: 31px/s",N/A,N/A,Landscape,Bank Transfer,Grocery,Edge,iOS,No
46508,28063,28-03-2024 12:05,146.52,481ee934-97b4-488f-a37f-4f60e7cff4fe,81.21.112.5,Gravesshire,"[0.06, 0.19, 0.28]","Move: (x:161, y:74), Click: (x:257, y:345)","ScrollLength: 394px, ScrollSpeed: 46px/s",N/A,N/A,N/A,Bank Transfer,Entertainment,Edge,Android,No
94955,54744,28-03-2024 10:21,237,d46685b1-e0d9-4161-b7a8-d792324f8499,60.205.16.32,East Thomaston,"[0.15, 0.16, 0.21]","Move: (x:144, y:231), Click: (x:136, y:174)","ScrollLength: 346px, ScrollSpeed: 13px/s",N/A,N/A,Landscape,Bill Payment,Clothing,Opera,Windows 10,No
60959,28947,12-02-2024 18:25,874.61,0f0d90d1-3093-4c56-9442-0f5e890b30e8,14.69.80.111,New Christopherberg,"[0.17, 0.2, 0.18]","Move: (x:276, y:282), Click: (x:312, y:329)","ScrollLength: 419px, ScrollSpeed: 25px/s",N/A,N/A,N/A,Bank Transfer,Utilities,Firefox,Linux,No
41666,68291,01-01-2024 08:40,603.83,7c73d959-b9d5-43d7-a1b5-072329562c2c,185.37.182.193,New Matthew,"[0.27, 0.1, 0.07]","Move: (x:286, y:212), Click: (x:120, y:375)","ScrollLength: 383px, ScrollSpeed: 48px/s",N/A,N/A,Landscape,Bill Payment,Grocery,Chrome,Android,No
20553,42581,18-02-2024 07:26,792.63,85f70073-6079-4347-b6f6-f30198bd9a7b,86.29.205.90,North Elizabethfort,"[0.13, 0.23, 0.16]","Move: (x:232, y:256), Click: (x:314, y:380)","ScrollLength: 465px, ScrollSpeed: 37px/s",N/A,N/A,N/A,Online Purchase,Grocery,Safari,Windows 10,No
43726,20454,02-01-2024 03:15,486.53,ef146998-e97e-4ffe-b059-99478ba7e9fb,55.22.57.54,West Keithchester,"[0.11, 0.29, 0.15]","Move: (x:143, y:133), Click: (x:364, y:344)","ScrollLength: 319px, ScrollSpeed: 10px/s",N/A,N/A,Portrait,Bank Transfer,Entertainment,Chrome,Android,No
91078,16355,08-01-2024 21:35,268.99,65005ac1-c34b-43ef-9684-1f780e85e349,44.48.122.50,Emilyton,"[0.13, 0.07, 0.26]","Move: (x:156, y:52), Click: (x:274, y:179)","ScrollLength: 269px, ScrollSpeed: 36px/s",N/A,N/A,Portrait,Online Purchase,Utilities,Chrome,Linux,No
72126,33881,09-02-2024 17:31,574.85,7762bca1-0a43-4157-9026-808b35ff2c38,136.140.209.32,New Lindaton,"[0.12, 0.17, 0.06]","Move: (x:113, y:167), Click: (x:179, y:376)","ScrollLength: 201px, ScrollSpeed: 25px/s",N/A,N/A,Landscape,Account Funding,Utilities,Safari,Windows 10,No
50066,64636,02-01-2024 01:41,474.23,213bf9ed-d5b2-46ad-8e63-3e7985171604,2.33.168.42,North Christinatown,"[0.28, 0.12, 0.26]","Move: (x:105, y:162), Click: (x:283, y:323)","ScrollLength: 232px, ScrollSpeed: 36px/s",N/A,N/A,Portrait,Online Purchase,Utilities,Edge,iOS,No
60465,58067,27-01-2024 14:56,675.12,dd54040d-ba32-426d-ac19-f39bf77c34e7,220.236.78.178,Laurieburgh,"[0.19, 0.22, 0.17]","Move: (x:243, y:271), Click: (x:121, y:382)","ScrollLength: 425px, ScrollSpeed: 17px/s",N/A,N/A,Portrait,Online Purchase,Utilities,Chrome,Linux,No
29980,40066,16-02-2024 02:23,523.47,14c9f8c2-b9b6-4826-9352-e372ce1383ef,150.96.108.132,New Michelleview,"[0.21, 0.29, 0.09]","Move: (x:200, y:277), Click: (x:359, y:160)","ScrollLength: 393px, ScrollSpeed: 34px/s",N/A,N/A,Portrait,Bank Transfer,Electronics,Chrome,Android,No
42830,45888,15-01-2024 22:57,489.77,1c14d65d-c07e-48f1-956a-ec3790399dcf,56.178.244.114,Lake Heatherchester,"[0.21, 0.07, 0.14]","Move: (x:238, y:76), Click: (x:387, y:282)","ScrollLength: 157px, ScrollSpeed: 28px/s",N/A,N/A,Landscape,Online Purchase,Utilities,Safari,iOS,No
38929,82653,08-01-2024 19:05,828.49,917fa3af-83d0-4441-b036-9892993e56c3,166.79.247.86,Port Coryland,"[0.26, 0.21, 0.25]","Move: (x:145, y:297), Click: (x:128, y:213)","ScrollLength: 185px, ScrollSpeed: 46px/s",N/A,N/A,N/A,Online Purchase,Utilities,Firefox,iOS,No
34521,39362,25-02-2024 22:32,294.86,3610c2a2-a49e-4a28-a7c7-5b5e1d65cce4,48.154.199.55,South Perryborough,"[0.15, 0.28, 0.07]","Move: (x:92, y:136), Click: (x:116, y:318)","ScrollLength: 106px, ScrollSpeed: 26px/s",N/A,N/A,N/A,Bill Payment,Grocery,Firefox,Windows 11,No
76570,48140,30-03-2024 12:51,149.68,859d7598-ed4f-44b6-a5fc-00679605a596,108.247.40.42,Mitchellstad,"[0.2, 0.07, 0.05]","Move: (x:191, y:268), Click: (x:113, y:184)","ScrollLength: 453px, ScrollSpeed: 22px/s",N/A,N/A,Portrait,Bank Transfer,Clothing,Safari,iOS,No
50970,14222,23-02-2024 18:22,23.14,035b930f-2e04-4965-a00c-e22c31a4618c,15.210.133.8,East Paige,"[0.12, 0.05, 0.08]","Move: (x:96, y:177), Click: (x:377, y:325)","ScrollLength: 469px, ScrollSpeed: 23px/s",N/A,N/A,Portrait,Account Funding,Electronics,Firefox,Windows 10,No
69286,78254,08-03-2024 19:08,779.93,55e6d42f-f406-4b0e-b2c4-79d68ba2a1c7,72.69.229.251,South Jennifer,"[0.14, 0.2, 0.07]","Move: (x:89, y:212), Click: (x:300, y:178)","ScrollLength: 357px, ScrollSpeed: 15px/s",N/A,N/A,Landscape,Bill Payment,Grocery,Chrome,Windows 10,No
36646,18897,17-02-2024 23:56,261.71,18e39d27-69f9-47b1-94a6-ca1b5df81556,195.98.173.174,Petermouth,"[0.29, 0.16, 0.27]","Move: (x:300, y:249), Click: (x:308, y:291)","ScrollLength: 426px, ScrollSpeed: 41px/s",N/A,N/A,N/A,Online Purchase,Utilities,Firefox,Windows 11,No
43473,70281,02-02-2024 13:37,76.09,f3fa0d68-2974-4fd4-9c64-91e1492acf66,210.51.115.1,Maryshire,"[0.25, 0.23, 0.11]","Move: (x:222, y:64), Click: (x:339, y:353)","ScrollLength: 218px, ScrollSpeed: 36px/s",N/A,N/A,Portrait,Bank Transfer,Electronics,Safari,iOS,No
53622,35250,08-02-2024 09:11,112.09,c243b029-a5c1-4244-9995-6de47e0c9ae4,180.109.54.10,North Garyfurt,"[0.08, 0.27, 0.26]","Move: (x:60, y:215), Click: (x:212, y:154)","ScrollLength: 257px, ScrollSpeed: 49px/s",N/A,N/A,Landscape,Online Purchase,Entertainment,Chrome,macOS,No
76457,91951,24-02-2024 14:21,791.54,27d0910f-35cc-4679-b39e-4de2da5b86a0,6.188.81.154,Lake Sarahfurt,"[0.28, 0.05, 0.29]","Move: (x:229, y:205), Click: (x:263, y:364)","ScrollLength: 498px, ScrollSpeed: 31px/s",N/A,N/A,Portrait,Bill Payment,Entertainment,Safari,iOS,No
72433,87128,23-02-2024 15:33,385.05,caf0dafc-e678-498c-9645-70a48e9a3c40,207.165.58.222,Stewarttown,"[0.07, 0.24, 0.3]","Move: (x:280, y:130), Click: (x:187, y:159)","ScrollLength: 140px, ScrollSpeed: 23px/s",N/A,N/A,N/A,Bank Transfer,Entertainment,Edge,macOS,No
92936,48858,01-01-2024 01:17,496.84,a37d9c9e-8efb-474f-9999-83bc26c80dba,212.154.47.140,East Kaylafort,"[0.26, 0.18, 0.11]","Move: (x:270, y:106), Click: (x:363, y:333)","ScrollLength: 357px, ScrollSpeed: 36px/s",N/A,N/A,Landscape,Bill Payment,Clothing,Edge,Windows 10,No
44615,19055,23-03-2024 23:24,482.19,226c209f-eb5f-4abf-b7ed-0db849c16981,72.193.190.159,Juliemouth,"[0.21, 0.26, 0.21]","Move: (x:155, y:106), Click: (x:175, y:264)","ScrollLength: 185px, ScrollSpeed: 22px/s",N/A,N/A,N/A,Online Purchase,Clothing,Edge,macOS,No
